## STRATEGY: exact
## SKIPPED: ['has_low_plasma_membrane_amount', 'has_relational_adjective', 'has_high_plasma_membrane_amount', 'has_completed', 'has_not_completed', 'seeAlso', 'lacks_part', 'lacks_plasma_membrane_part', 'immediate_transformation_of']
true_positive	11532192	1861	1882	retinal ganglion cell	cl	CL:0000740	retinal ganglion cell (,{gangliocyte, ganglion cell of retina, RGC})
true_positive	16362077	4721	4731	adipocytes	cl	CL:0000136	fat cell (,{adipocyte, lipocyte})
true_positive	16362077	4748	4759	osteoblasts	cl	CL:0000062	osteoblast (,)
true_positive	16362077	4766	4777	Osteoblasts	cl	CL:0000062	osteoblast (,)
true_positive	16362077	4782	4792	adipocytes	cl	CL:0000136	fat cell (,{adipocyte, lipocyte})
true_positive	16362077	5062	5066	cell	cl	CL:0000000	cell (,)
false_positive	16362077	5101	5118	mesenchymal cells	cl	CL:0000134	mesenchymal cell (,)
true_positive	16362077	5639	5655	oligodendrocytes	cl	CL:0000128	oligodendrocyte (,)
true_positive	16362077	5765	5776	glial cells	cl	CL:0000125	glial cell (,neuroglial cell)
true_positive	16362077	5789	5796	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	16362077	5847	5851	cell	cl	CL:0000000	cell (,)
true_positive	16362077	5956	5966	stem cells	cl	CL:0000034	stem cell (,)
true_positive	16362077	6947	6960	stromal cells	cl	CL:0000499	stromal cell (,)
true_positive	16362077	6977	6982	cells	cl	CL:0000000	cell (,)
true_positive	16362077	7165	7176	fibroblasts	cl	CL:0000057	fibroblast (,)
true_positive	16362077	7238	7248	adipocytes	cl	CL:0000136	fat cell (,{adipocyte, lipocyte})
false_positive	16362077	7305	7321	mesenchymal cell	cl	CL:0000134	mesenchymal cell (,)
true_positive	16362077	8096	8101	cells	cl	CL:0000000	cell (,)
true_positive	16362077	8181	8193	chondrocytes	cl	CL:0000138	chondrocyte (,)
true_positive	16362077	8471	8483	chondrocytes	cl	CL:0000138	chondrocyte (,)
true_positive	16362077	8488	8513	hypertrophic chondrocytes	cl	CL:0000743	hypertrophic chondrocyte (,)
true_positive	16362077	8539	8550	osteoblasts	cl	CL:0000062	osteoblast (,)
true_positive	16362077	8581	8592	osteoclasts	cl	CL:0000092	osteoclast (,)
true_positive	16362077	14169	14179	osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	16362077	14184	14194	osteoclast	cl	CL:0000092	osteoclast (,)
true_positive	16362077	14335	14346	osteoblasts	cl	CL:0000062	osteoblast (,)
true_positive	16362077	14455	14466	osteoclasts	cl	CL:0000092	osteoclast (,)
true_positive	16362077	14611	14616	cells	cl	CL:0000000	cell (,)
true_positive	16362077	14778	14788	osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	16362077	14793	14803	osteoclast	cl	CL:0000092	osteoclast (,)
true_positive	16362077	14918	14928	osteoclast	cl	CL:0000092	osteoclast (,)
true_positive	16362077	14934	14944	osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	16362077	15413	15424	osteoblasts	cl	CL:0000062	osteoblast (,)
true_positive	16362077	15438	15449	osteoclasts	cl	CL:0000092	osteoclast (,)
true_positive	16362077	15692	15697	cells	cl	CL:0000000	cell (,)
true_positive	16362077	15822	15833	osteoblasts	cl	CL:0000062	osteoblast (,)
true_positive	16362077	15837	15848	osteoclasts	cl	CL:0000092	osteoclast (,)
true_positive	16362077	16744	16754	Osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	16362077	16764	16774	Osteoclast	cl	CL:0000092	osteoclast (,)
true_positive	16362077	16913	16923	osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	16362077	16927	16937	osteoclast	cl	CL:0000092	osteoclast (,)
true_positive	16362077	17146	17157	osteoblasts	cl	CL:0000062	osteoblast (,)
true_positive	16362077	17162	17173	osteoclasts	cl	CL:0000092	osteoclast (,)
true_positive	16362077	17226	17239	stromal cells	cl	CL:0000499	stromal cell (,)
true_positive	16362077	17310	17320	osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	16362077	17537	17547	fibroblast	cl	CL:0000057	fibroblast (,)
true_positive	16362077	17665	17675	osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	16362077	17906	17917	osteoclasts	cl	CL:0000092	osteoclast (,)
true_positive	16362077	18188	18199	osteoclasts	cl	CL:0000092	osteoclast (,)
true_positive	16362077	18314	18323	Adipocyte	cl	CL:0000136	fat cell (,{adipocyte, lipocyte})
true_positive	16362077	18353	18363	Osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	16362077	18420	18433	stromal cells	cl	CL:0000499	stromal cell (,)
true_positive	16362077	18452	18463	osteoblasts	cl	CL:0000062	osteoblast (,)
true_positive	16362077	18468	18478	adipocytes	cl	CL:0000136	fat cell (,{adipocyte, lipocyte})
true_positive	16362077	18568	18577	adipocyte	cl	CL:0000136	fat cell (,{adipocyte, lipocyte})
true_positive	16362077	18653	18666	stromal cells	cl	CL:0000499	stromal cell (,)
true_positive	16362077	19019	19028	adipocyte	cl	CL:0000136	fat cell (,{adipocyte, lipocyte})
true_positive	16362077	19171	19181	adipocytes	cl	CL:0000136	fat cell (,{adipocyte, lipocyte})
true_positive	16362077	19262	19267	Cells	cl	CL:0000000	cell (,)
true_positive	16362077	19493	19502	adipocyte	cl	CL:0000136	fat cell (,{adipocyte, lipocyte})
false_positive	16362077	19941	19958	mesenchymal cells	cl	CL:0000134	mesenchymal cell (,)
true_positive	16362077	20000	20004	cell	cl	CL:0000000	cell (,)
true_positive	16362077	20132	20142	osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	16362077	20286	20291	cells	cl	CL:0000000	cell (,)
true_positive	16362077	20584	20594	Osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	16362077	20836	20841	cells	cl	CL:0000000	cell (,)
true_positive	16362077	20870	20880	osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	16362077	20913	20918	cells	cl	CL:0000000	cell (,)
true_positive	16362077	21058	21071	stromal cells	cl	CL:0000499	stromal cell (,)
true_positive	16362077	21457	21467	adipocytes	cl	CL:0000136	fat cell (,{adipocyte, lipocyte})
false_positive	16362077	22033	22050	mesenchymal cells	cl	CL:0000134	mesenchymal cell (,)
true_positive	16362077	22062	22071	adipocyte	cl	CL:0000136	fat cell (,{adipocyte, lipocyte})
true_positive	16362077	22100	22110	osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	16362077	22263	22273	stem cells	cl	CL:0000034	stem cell (,)
true_positive	16362077	22679	22689	stem cells	cl	CL:0000034	stem cell (,)
true_positive	16362077	22841	22851	osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	16362077	22928	22938	osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	16362077	23065	23074	adipocyte	cl	CL:0000136	fat cell (,{adipocyte, lipocyte})
true_positive	16362077	23695	23702	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	16362077	23836	23849	stromal cells	cl	CL:0000499	stromal cell (,)
true_positive	16362077	23875	23880	cells	cl	CL:0000000	cell (,)
true_positive	16362077	23926	23938	chondrocytes	cl	CL:0000138	chondrocyte (,)
true_positive	16362077	23940	23951	osteoblasts	cl	CL:0000062	osteoblast (,)
true_positive	16362077	23956	23967	osteoclasts	cl	CL:0000092	osteoclast (,)
true_positive	16362077	25674	25684	osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	16362077	25689	25699	osteoclast	cl	CL:0000092	osteoclast (,)
true_positive	16362077	25847	25858	osteoclasts	cl	CL:0000092	osteoclast (,)
true_positive	16362077	26057	26067	osteoclast	cl	CL:0000092	osteoclast (,)
true_positive	16362077	26115	26126	osteoclasts	cl	CL:0000092	osteoclast (,)
true_positive	16362077	26256	26267	osteoclasts	cl	CL:0000092	osteoclast (,)
true_positive	16362077	26299	26310	osteoclasts	cl	CL:0000092	osteoclast (,)
true_positive	16362077	26677	26687	osteoclast	cl	CL:0000092	osteoclast (,)
true_positive	16362077	26897	26907	osteoclast	cl	CL:0000092	osteoclast (,)
true_positive	16362077	27079	27092	stromal cells	cl	CL:0000499	stromal cell (,)
true_positive	16362077	27146	27156	osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	16362077	27217	27222	cells	cl	CL:0000000	cell (,)
true_positive	16362077	27351	27364	stromal cells	cl	CL:0000499	stromal cell (,)
true_positive	16362077	27541	27552	osteoblasts	cl	CL:0000062	osteoblast (,)
true_positive	16362077	27690	27699	adipocyte	cl	CL:0000136	fat cell (,{adipocyte, lipocyte})
true_positive	16362077	27752	27761	adipocyte	cl	CL:0000136	fat cell (,{adipocyte, lipocyte})
true_positive	16362077	27766	27776	osteoblast	cl	CL:0000062	osteoblast (,)
false_positive	16362077	27869	27885	mesenchymal cell	cl	CL:0000134	mesenchymal cell (,)
true_positive	16362077	28018	28028	osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	16362077	28318	28329	osteoblasts	cl	CL:0000062	osteoblast (,)
true_positive	16362077	28432	28443	osteoclasts	cl	CL:0000092	osteoclast (,)
true_positive	16362077	29051	29061	osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	16362077	29075	29084	adipocyte	cl	CL:0000136	fat cell (,{adipocyte, lipocyte})
true_positive	16362077	29211	29220	stem cell	cl	CL:0000034	stem cell (,)
true_positive	16362077	29496	29505	adipocyte	cl	CL:0000136	fat cell (,{adipocyte, lipocyte})
true_positive	16362077	32608	32613	cells	cl	CL:0000000	cell (,)
true_positive	16362077	35472	35482	osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	16362077	35487	35497	osteoclast	cl	CL:0000092	osteoclast (,)
true_positive	16362077	35619	35632	stromal cells	cl	CL:0000499	stromal cell (,)
true_positive	16362077	35965	35976	Osteoclasts	cl	CL:0000092	osteoclast (,)
true_positive	16362077	36120	36125	cells	cl	CL:0000000	cell (,)
true_positive	16362077	36222	36226	cell	cl	CL:0000000	cell (,)
true_positive	16362077	36407	36412	cells	cl	CL:0000000	cell (,)
true_positive	16362077	36914	36924	fibroblast	cl	CL:0000057	fibroblast (,)
true_positive	16362077	36942	36951	adipocyte	cl	CL:0000136	fat cell (,{adipocyte, lipocyte})
true_positive	16362077	37097	37106	adipocyte	cl	CL:0000136	fat cell (,{adipocyte, lipocyte})
true_positive	16362077	37200	37205	cells	cl	CL:0000000	cell (,)
true_positive	16362077	38677	38682	cells	cl	CL:0000000	cell (,)
true_positive	16362077	38734	38739	cells	cl	CL:0000000	cell (,)
true_positive	16362077	39202	39213	Osteoblasts	cl	CL:0000062	osteoblast (,)
true_positive	16362077	39218	39229	Osteoclasts	cl	CL:0000092	osteoclast (,)
true_positive	16362077	39331	39344	Stromal Cells	cl	CL:0000499	stromal cell (,)
true_positive	16362077	40315	40325	fibroblast	cl	CL:0000057	fibroblast (,)
true_positive	16362077	35889	35899	osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	16362077	38802	38807	cells	cl	CL:0000000	cell (,)
true_positive	16362077	41074	41086	chondrocytes	cl	CL:0000138	chondrocyte (,)
true_positive	16362077	41226	41237	osteoblasts	cl	CL:0000062	osteoblast (,)
true_positive	16362077	41455	41460	cells	cl	CL:0000000	cell (,)
true_positive	16362077	42446	42451	cells	cl	CL:0000000	cell (,)
true_positive	16362077	45166	45177	osteoblasts	cl	CL:0000062	osteoblast (,)
true_positive	16362077	45222	45233	osteoclasts	cl	CL:0000092	osteoclast (,)
true_positive	16362077	45642	45653	Osteoblasts	cl	CL:0000062	osteoblast (,)
true_positive	16362077	45678	45691	stromal cells	cl	CL:0000499	stromal cell (,)
true_positive	16362077	45788	45798	osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	16362077	46176	46187	osteoclasts	cl	CL:0000092	osteoclast (,)
true_positive	16362077	46346	46357	Osteoclasts	cl	CL:0000092	osteoclast (,)
true_positive	16362077	46377	46382	cells	cl	CL:0000000	cell (,)
true_positive	16362077	46618	46623	cells	cl	CL:0000000	cell (,)
true_positive	16362077	46899	46908	Adipocyte	cl	CL:0000136	fat cell (,{adipocyte, lipocyte})
true_positive	16362077	47135	47145	adipocytes	cl	CL:0000136	fat cell (,{adipocyte, lipocyte})
true_positive	16362077	47174	47178	cell	cl	CL:0000000	cell (,)
true_positive	16362077	47660	47664	Cell	cl	CL:0000000	cell (,)
true_positive	16362077	47714	47719	cells	cl	CL:0000000	cell (,)
true_positive	16362077	48220	48225	cells	cl	CL:0000000	cell (,)
true_positive	16362077	48246	48256	osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	16362077	48719	48729	adipocytes	cl	CL:0000136	fat cell (,{adipocyte, lipocyte})
true_positive	16362077	48898	48908	adipocytes	cl	CL:0000136	fat cell (,{adipocyte, lipocyte})
true_positive	16362077	20085	20090	cells	cl	CL:0000000	cell (,)
true_positive	16362077	907	912	cells	cl	CL:0000000	cell (,)
true_positive	16433929	190	194	cell	cl	CL:0000000	cell (,)
true_positive	16433929	241	245	cell	cl	CL:0000000	cell (,)
true_positive	16433929	3275	3279	cell	cl	CL:0000000	cell (,)
true_positive	16433929	3428	3432	cell	cl	CL:0000000	cell (,)
true_positive	16433929	3469	3473	cell	cl	CL:0000000	cell (,)
true_positive	16433929	3637	3641	cell	cl	CL:0000000	cell (,)
true_positive	16433929	3701	3705	cell	cl	CL:0000000	cell (,)
true_positive	16433929	4161	4165	cell	cl	CL:0000000	cell (,)
true_positive	16433929	4285	4289	cell	cl	CL:0000000	cell (,)
true_positive	16433929	4396	4401	cells	cl	CL:0000000	cell (,)
true_positive	16433929	4523	4528	cells	cl	CL:0000000	cell (,)
true_positive	16433929	4581	4585	cell	cl	CL:0000000	cell (,)
true_positive	16433929	5104	5115	fibroblasts	cl	CL:0000057	fibroblast (,)
true_positive	16433929	6075	6084	platelets	cl	CL:0000233	platelet (,blood platelet)
true_positive	16433929	7138	7142	cell	cl	CL:0000000	cell (,)
true_positive	16433929	7179	7183	cell	cl	CL:0000000	cell (,)
true_positive	16433929	7920	7925	cells	cl	CL:0000000	cell (,)
true_positive	16433929	8214	8218	cell	cl	CL:0000000	cell (,)
true_positive	16433929	8281	8285	cell	cl	CL:0000000	cell (,)
true_positive	16433929	8454	8459	cells	cl	CL:0000000	cell (,)
true_positive	16433929	8687	8692	cells	cl	CL:0000000	cell (,)
true_positive	16433929	8772	8776	cell	cl	CL:0000000	cell (,)
true_positive	16433929	9406	9411	cells	cl	CL:0000000	cell (,)
true_positive	16433929	9713	9717	cell	cl	CL:0000000	cell (,)
true_positive	16433929	11057	11061	cell	cl	CL:0000000	cell (,)
true_positive	16433929	12890	12894	cell	cl	CL:0000000	cell (,)
true_positive	16433929	13587	13591	cell	cl	CL:0000000	cell (,)
true_positive	16433929	15391	15396	cells	cl	CL:0000000	cell (,)
true_positive	16433929	15410	15415	cells	cl	CL:0000000	cell (,)
true_positive	16433929	15525	15530	cells	cl	CL:0000000	cell (,)
true_positive	16433929	15610	15615	cells	cl	CL:0000000	cell (,)
true_positive	16433929	15668	15673	cells	cl	CL:0000000	cell (,)
true_positive	16433929	15718	15723	cells	cl	CL:0000000	cell (,)
true_positive	16433929	15816	15821	cells	cl	CL:0000000	cell (,)
true_positive	16433929	15884	15888	cell	cl	CL:0000000	cell (,)
true_positive	16433929	15953	15957	cell	cl	CL:0000000	cell (,)
true_positive	16433929	16002	16006	cell	cl	CL:0000000	cell (,)
true_positive	16433929	17434	17442	platelet	cl	CL:0000233	platelet (,blood platelet)
true_positive	16433929	20767	20783	eukaryotic cells	cl	CL:0000255	eukaryotic cell (,)
true_positive	16433929	20994	20999	cells	cl	CL:0000000	cell (,)
true_positive	16433929	21820	21825	cells	cl	CL:0000000	cell (,)
true_positive	16433929	22251	22259	platelet	cl	CL:0000233	platelet (,blood platelet)
true_positive	16433929	22356	22364	platelet	cl	CL:0000233	platelet (,blood platelet)
true_positive	16433929	22440	22445	cells	cl	CL:0000000	cell (,)
true_positive	16433929	22587	22596	Platelets	cl	CL:0000233	platelet (,blood platelet)
true_positive	16433929	22601	22613	erythrocytes	cl	CL:0000232	erythrocyte (,{RBC, red blood cell})
true_positive	16433929	22777	22786	platelets	cl	CL:0000233	platelet (,blood platelet)
true_positive	16433929	22791	22803	erythrocytes	cl	CL:0000232	erythrocyte (,{RBC, red blood cell})
true_positive	16433929	22818	22822	cell	cl	CL:0000000	cell (,)
true_positive	16433929	23200	23204	cell	cl	CL:0000000	cell (,)
true_positive	16433929	23448	23452	cell	cl	CL:0000000	cell (,)
true_positive	16433929	24110	24115	cells	cl	CL:0000000	cell (,)
true_positive	16433929	24234	24239	cells	cl	CL:0000000	cell (,)
true_positive	16433929	24374	24378	cell	cl	CL:0000000	cell (,)
true_positive	16433929	24438	24442	cell	cl	CL:0000000	cell (,)
true_positive	16433929	24546	24550	cell	cl	CL:0000000	cell (,)
true_positive	16433929	24708	24712	cell	cl	CL:0000000	cell (,)
true_positive	16433929	24911	24916	cells	cl	CL:0000000	cell (,)
true_positive	16433929	25008	25012	cell	cl	CL:0000000	cell (,)
true_positive	16433929	25065	25069	cell	cl	CL:0000000	cell (,)
true_positive	16433929	25233	25238	cells	cl	CL:0000000	cell (,)
true_positive	16433929	25289	25293	cell	cl	CL:0000000	cell (,)
true_positive	16433929	25330	25334	cell	cl	CL:0000000	cell (,)
true_positive	16433929	25428	25432	cell	cl	CL:0000000	cell (,)
true_positive	16433929	25502	25506	cell	cl	CL:0000000	cell (,)
true_positive	16433929	25611	25616	Sperm	cl	CL:0000019	sperm (,{spermatozoon, sperm cell, spermatozoid})
true_positive	16433929	25632	25638	oocyte	cl	CL:0000023	oocyte (,)
true_positive	16433929	25781	25786	sperm	cl	CL:0000019	sperm (,{spermatozoon, sperm cell, spermatozoid})
true_positive	16433929	25796	25803	oocytes	cl	CL:0000023	oocyte (,)
true_positive	16433929	25944	25951	oocytes	cl	CL:0000023	oocyte (,)
true_positive	16433929	26094	26100	oocyte	cl	CL:0000023	oocyte (,)
true_positive	16433929	26359	26364	cells	cl	CL:0000000	cell (,)
true_positive	16433929	26808	26813	cells	cl	CL:0000000	cell (,)
true_positive	16433929	26874	26878	cell	cl	CL:0000000	cell (,)
true_positive	16433929	26910	26914	cell	cl	CL:0000000	cell (,)
true_positive	16433929	26956	26961	cells	cl	CL:0000000	cell (,)
true_positive	16433929	27039	27044	cells	cl	CL:0000000	cell (,)
true_positive	16433929	27161	27165	cell	cl	CL:0000000	cell (,)
true_positive	16433929	27202	27207	cells	cl	CL:0000000	cell (,)
true_positive	16433929	31379	31384	cells	cl	CL:0000000	cell (,)
true_positive	16433929	32340	32344	cell	cl	CL:0000000	cell (,)
true_positive	16433929	32413	32418	cells	cl	CL:0000000	cell (,)
true_positive	16433929	32503	32514	fibroblasts	cl	CL:0000057	fibroblast (,)
true_positive	16433929	32542	32546	cell	cl	CL:0000000	cell (,)
true_positive	16433929	32924	32928	cell	cl	CL:0000000	cell (,)
true_positive	16433929	33167	33172	cells	cl	CL:0000000	cell (,)
true_positive	16433929	33174	33179	Cells	cl	CL:0000000	cell (,)
true_positive	16433929	33552	33557	cells	cl	CL:0000000	cell (,)
true_positive	16433929	33591	33595	cell	cl	CL:0000000	cell (,)
true_positive	16433929	35005	35010	cells	cl	CL:0000000	cell (,)
true_positive	16433929	38053	38057	cell	cl	CL:0000000	cell (,)
true_positive	16433929	38421	38431	fibroblast	cl	CL:0000057	fibroblast (,)
true_positive	16433929	39700	39704	cell	cl	CL:0000000	cell (,)
true_positive	16433929	10853	10857	cell	cl	CL:0000000	cell (,)
true_positive	16433929	20614	20619	cells	cl	CL:0000000	cell (,)
true_positive	16504143	1049	1053	cell	cl	CL:0000000	cell (,)
true_positive	16504143	1221	1225	cell	cl	CL:0000000	cell (,)
true_positive	16504143	2269	2273	cell	cl	CL:0000000	cell (,)
true_positive	16504143	2366	2370	cell	cl	CL:0000000	cell (,)
true_positive	16504143	2399	2404	cells	cl	CL:0000000	cell (,)
true_positive	16504143	2543	2547	cell	cl	CL:0000000	cell (,)
true_positive	16504143	3205	3209	cell	cl	CL:0000000	cell (,)
true_positive	16504143	4085	4089	cell	cl	CL:0000000	cell (,)
true_positive	16504143	14761	14774	granule cells	cl	CL:0000120	granule cell (,)
true_positive	16504143	15395	15399	cell	cl	CL:0000000	cell (,)
true_positive	16504143	15453	15457	cell	cl	CL:0000000	cell (,)
true_positive	16504143	15621	15627	neuron	cl	CL:0000540	neuron (,nerve cell)
true_positive	16504143	16102	16115	granule cells	cl	CL:0000120	granule cell (,)
true_positive	16504143	19795	19799	cell	cl	CL:0000000	cell (,)
true_positive	16504143	19928	19932	cell	cl	CL:0000000	cell (,)
true_positive	16504143	282	286	cell	cl	CL:0000000	cell (,)
true_positive	16504143	287	291	cell	cl	CL:0000000	cell (,)
true_positive	16504143	295	299	cell	cl	CL:0000000	cell (,)
